date,Store,Item,Forecast,Year,MonthNum,Month,DayNum,Day,IsWeekend
2018-01-01,4,7,37.41,2018,1,Jan,0,Mon,Weekday
2018-01-01,4,8,49.65,2018,1,Jan,0,Mon,Weekday
2018-01-01,4,9,32.75,2018,1,Jan,0,Mon,Weekday
2018-01-01,4,10,47.52,2018,1,Jan,0,Mon,Weekday
2018-01-01,4,11,43.35,2018,1,Jan,0,Mon,Weekday
2018-01-01,4,12,43.95,2018,1,Jan,0,Mon,Weekday
2018-01-01,4,13,53.73,2018,1,Jan,0,Mon,Weekday
2018-01-01,4,14,38.26,2018,1,Jan,0,Mon,Weekday
2018-01-01,4,15,57.19,2018,1,Jan,0,Mon,Weekday
2018-01-01,4,16,16.38,2018,1,Jan,0,Mon,Weekday
2018-01-01,4,17,21.47,2018,1,Jan,0,Mon,Weekday
2018-01-01,4,18,54.1,2018,1,Jan,0,Mon,Weekday
2018-01-01,4,19,25.7,2018,1,Jan,0,Mon,Weekday
2018-01-01,4,20,30.13,2018,1,Jan,0,Mon,Weekday
2018-01-01,4,21,26.03,2018,1,Jan,0,Mon,Weekday
2018-01-01,4,22,51.9,2018,1,Jan,0,Mon,Weekday
2018-01-01,4,23,18.59,2018,1,Jan,0,Mon,Weekday
2018-01-01,4,24,42.69,2018,1,Jan,0,Mon,Weekday
2018-01-01,4,25,52.12,2018,1,Jan,0,Mon,Weekday
2018-01-01,4,26,30.06,2018,1,Jan,0,Mon,Weekday
2018-01-01,4,27,14.55,2018,1,Jan,0,Mon,Weekday
2018-01-01,4,28,57.3,2018,1,Jan,0,Mon,Weekday
2018-01-01,4,29,44.3,2018,1,Jan,0,Mon,Weekday
2018-01-01,4,30,26.04,2018,1,Jan,0,Mon,Weekday
2018-01-01,4,31,37.14,2018,1,Jan,0,Mon,Weekday
2018-01-01,4,32,28.43,2018,1,Jan,0,Mon,Weekday
2018-01-01,4,33,44.31,2018,1,Jan,0,Mon,Weekday
2018-01-01,4,34,16.36,2018,1,Jan,0,Mon,Weekday
2018-01-01,4,35,41.97,2018,1,Jan,0,Mon,Weekday
2018-01-01,4,36,49.66,2018,1,Jan,0,Mon,Weekday
2018-01-01,4,37,18.62,2018,1,Jan,0,Mon,Weekday
2018-01-01,4,38,51.94,2018,1,Jan,0,Mon,Weekday
2018-01-01,4,39,27.8,2018,1,Jan,0,Mon,Weekday
2018-01-01,4,40,18.37,2018,1,Jan,0,Mon,Weekday
2018-01-01,4,41,14.61,2018,1,Jan,0,Mon,Weekday
2018-01-01,4,42,23.23,2018,1,Jan,0,Mon,Weekday
2018-01-01,4,43,32.44,2018,1,Jan,0,Mon,Weekday
2018-01-01,4,44,18.58,2018,1,Jan,0,Mon,Weekday
2018-01-01,4,45,52.16,2018,1,Jan,0,Mon,Weekday
2018-01-01,4,46,37.21,2018,1,Jan,0,Mon,Weekday
2018-01-01,4,47,14.13,2018,1,Jan,0,Mon,Weekday
2018-01-01,4,48,31.5,2018,1,Jan,0,Mon,Weekday
2018-01-01,4,49,18.59,2018,1,Jan,0,Mon,Weekday
2018-01-01,4,50,41.97,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,1,10.03,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,2,26.23,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,3,17.88,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,4,10.06,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,5,9.29,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,6,26.57,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,7,26.53,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,8,35.0,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,9,22.66,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,10,32.78,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,11,31.49,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,12,31.04,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,13,39.13,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,14,26.82,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,15,41.39,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,16,11.52,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,17,16.4,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,18,38.82,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,19,19.49,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,20,21.45,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,21,19.33,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,22,36.92,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,23,12.99,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,24,29.92,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,25,37.73,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,26,21.45,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,27,10.1,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,28,40.47,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,29,31.55,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,30,19.52,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,31,26.77,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,32,20.57,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,33,31.56,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,34,11.44,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,35,29.74,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,36,35.47,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,37,12.98,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,38,37.83,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,39,21.06,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,40,12.82,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,41,10.18,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,42,17.85,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,43,23.36,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,44,13.03,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,45,36.59,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,46,27.22,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,47,10.16,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,48,23.36,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,49,12.84,2018,1,Jan,0,Mon,Weekday
2018-01-01,5,50,29.76,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,1,10.06,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,2,26.38,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,3,17.97,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,4,10.09,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,5,9.1,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,6,26.68,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,7,26.47,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,8,35.13,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,9,23.46,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,10,32.86,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,11,30.96,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,12,31.58,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,13,38.68,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,14,26.71,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,15,41.38,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,16,11.72,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,17,16.55,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,18,38.78,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,19,19.47,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,20,21.87,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,21,19.66,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,22,36.47,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,23,12.93,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,24,30.48,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,25,36.47,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,26,21.61,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,27,10.14,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,28,40.43,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,29,31.68,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,30,19.54,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,31,27.36,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,32,20.76,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,33,31.61,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,34,12.03,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,35,29.98,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,36,35.12,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,37,13.12,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,38,36.71,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,39,20.55,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,40,12.92,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,41,10.08,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,42,17.96,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,43,23.31,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,44,12.93,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,45,37.88,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,46,26.76,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,47,10.18,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,48,23.53,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,49,12.98,2018,1,Jan,0,Mon,Weekday
2018-01-01,6,50,30.35,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,1,9.48,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,2,24.2,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,3,16.34,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,4,9.7,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,5,9.0,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,6,24.31,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,7,24.32,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,8,31.66,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,9,21.41,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,10,30.48,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,11,29.29,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,12,28.77,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,13,35.8,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,14,24.9,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,15,37.49,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,16,10.57,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,17,14.88,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,18,36.26,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,19,18.52,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,20,20.31,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,21,18.8,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,22,33.89,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,23,12.03,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,24,27.75,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,25,34.76,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,26,20.51,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,27,9.74,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,28,37.0,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,29,29.42,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,30,18.44,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,31,24.32,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,32,19.67,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,33,29.4,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,34,10.86,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,35,27.64,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,36,31.71,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,37,12.14,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,38,34.38,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,39,19.66,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,40,12.14,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,41,9.78,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,42,16.35,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,43,21.23,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,44,12.07,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,45,32.74,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,46,24.37,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,47,9.78,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,48,21.43,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,49,12.27,2018,1,Jan,0,Mon,Weekday
2018-01-01,7,50,27.34,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,1,16.85,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,2,42.84,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,3,26.96,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,4,16.89,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,5,14.19,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,6,44.04,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,7,43.29,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,8,56.95,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,9,38.57,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,10,55.08,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,11,51.84,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,12,52.37,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,13,62.62,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,14,42.47,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,15,65.27,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,16,19.41,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,17,24.12,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,18,62.49,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,19,29.87,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,20,35.35,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,21,30.44,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,22,59.01,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,23,21.88,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,24,49.88,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,25,59.99,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,26,35.77,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,27,17.19,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,28,64.24,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,29,51.82,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,30,30.05,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,31,43.09,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,32,31.66,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,33,51.63,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,34,19.72,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,35,49.71,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,36,57.2,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,37,21.49,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,38,59.0,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,39,32.63,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,40,21.48,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,41,17.09,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,42,26.67,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,43,38.5,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,44,21.78,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,45,59.65,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,46,43.61,2018,1,Jan,0,Mon,Weekday
2018-01-01,8,47,17.62,2018,1,Jan,0,Mon,Weekday
